,content,content_count_comma,content_count_period,content_count_space,content_count_tap,content_len,label,origin_text,relative_position,same_tag_count,xpath,xpath_last,xpath_len,xpath_list
10,　　荣威概念车Vision-R,0,0,0,0,13,1,"<p class=""one-p"">&#12288;&#12288;&#33635;&#23041;&#27010;&#24565;&#36710;Vision-R</p>
            ",0.232258065,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[19],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[19]']"
11,　　荣威RX5是基于概念车Vision-R的设计理念打造而来，车身线条多采用黄金比例，以突出车身整体舒展的视觉效果，同时营造出动感的车身姿态。设计师们对荣威RX5的前脸下了不少功夫，最终设计出“展翼格栅”的中网，而矩阵式全LED大灯的设计灵感则来源于“如意”的造型；被命名为“显峰腰线”的设计灵感来源于传统书法当中运笔的方式，这一设计也为车身增添了SUV应有的力量感。,6,2,0,0,182,1,"<p class=""one-p"">&#12288;&#12288;&#33635;&#23041;RX5&#26159;&#22522;&#20110;&#27010;&#24565;&#36710;Vision-R&#30340;&#35774;&#35745;&#29702;&#24565;&#25171;&#36896;&#32780;&#26469;&#65292;&#36710;&#36523;&#32447;&#26465;&#22810;&#37319;&#29992;&#40644;&#37329;&#27604;&#20363;&#65292;&#20197;&#31361;&#20986;&#36710;&#36523;&#25972;&#20307;&#33298;&#23637;&#30340;&#35270;&#35273;&#25928;&#26524;&#65292;&#21516;&#26102;&#33829;&#36896;&#20986;&#21160;&#24863;&#30340;&#36710;&#36523;&#23039;&#24577;&#12290;&#35774;&#35745;&#24072;&#20204;&#23545;&#33635;&#23041;RX5&#30340;&#21069;&#33080;&#19979;&#20102;&#19981;&#23569;&#21151;&#22827;&#65292;&#26368;&#32456;&#35774;&#35745;&#20986;&#8220;&#23637;&#32764;&#26684;&#26629;&#8221;&#30340;&#20013;&#32593;&#65292;&#32780;&#30697;&#38453;&#24335;&#20840;LED&#22823;&#28783;&#30340;&#35774;&#35745;&#28789;&#24863;&#21017;&#26469;&#28304;&#20110;&#8220;&#22914;&#24847;&#8221;&#30340;&#36896;&#22411;&#65307;&#34987;&#21629;&#21517;&#20026;&#8220;&#26174;&#23792;&#33136;&#32447;&#8221;&#30340;&#35774;&#35745;&#28789;&#24863;&#26469;&#28304;&#20110;&#20256;&#32479;&#20070;&#27861;&#24403;&#20013;&#36816;&#31508;&#30340;&#26041;&#24335;&#65292;&#36825;&#19968;&#35774;&#35745;&#20063;&#20026;&#36710;&#36523;&#22686;&#28155;&#20102;SUV&#24212;&#26377;&#30340;&#21147;&#37327;&#24863;&#12290;</p>
            ",0.24516129,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[20],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[20]']"
12,　　荣威RX5采用了上汽称之为“律动设计”的全新家族设计理念，车身轮廓饱满，三横幅式镀铬进气格栅向两侧延伸并与头灯组汇合，拉伸了车头的视觉效果，矩阵式LED头灯内部还集成了如意形状的日间行车灯，造型新颖抢眼。,5,1,0,0,102,1,"<p class=""one-p"">&#12288;&#12288;&#33635;&#23041;RX5&#37319;&#29992;&#20102;&#19978;&#27773;&#31216;&#20043;&#20026;&#8220;&#24459;&#21160;&#35774;&#35745;&#8221;&#30340;&#20840;&#26032;&#23478;&#26063;&#35774;&#35745;&#29702;&#24565;&#65292;&#36710;&#36523;&#36718;&#24275;&#39281;&#28385;&#65292;&#19977;&#27178;&#24133;&#24335;&#38208;&#38124;&#36827;&#27668;&#26684;&#26629;&#21521;&#20004;&#20391;&#24310;&#20280;&#24182;&#19982;&#22836;&#28783;&#32452;&#27719;&#21512;&#65292;&#25289;&#20280;&#20102;&#36710;&#22836;&#30340;&#35270;&#35273;&#25928;&#26524;&#65292;&#30697;&#38453;&#24335;LED&#22836;&#28783;&#20869;&#37096;&#36824;&#38598;&#25104;&#20102;&#22914;&#24847;&#24418;&#29366;&#30340;&#26085;&#38388;&#34892;&#36710;&#28783;&#65292;&#36896;&#22411;&#26032;&#39062;&#25250;&#30524;&#12290;</p>
            ",0.264516129,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[22],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[22]']"
13,　　内饰方面，RX5的中控台被大量的软性材质包裹，缝线设计提升了整体的高级感，10.4英寸的中控液晶屏最搭载了阿里开发的车载操作系统YunOS for Car，这套系统的手机互联功能和多媒体功能带来了很强的便利性与实用性，整体视觉效果简洁并富有科技感。,5,1,2,0,124,1,"<p class=""one-p"">&#12288;&#12288;&#20869;&#39280;&#26041;&#38754;&#65292;RX5&#30340;&#20013;&#25511;&#21488;&#34987;&#22823;&#37327;&#30340;&#36719;&#24615;&#26448;&#36136;&#21253;&#35065;&#65292;&#32541;&#32447;&#35774;&#35745;&#25552;&#21319;&#20102;&#25972;&#20307;&#30340;&#39640;&#32423;&#24863;&#65292;10.4&#33521;&#23544;&#30340;&#20013;&#25511;&#28082;&#26230;&#23631;&#26368;&#25645;&#36733;&#20102;&#38463;&#37324;&#24320;&#21457;&#30340;&#36710;&#36733;&#25805;&#20316;&#31995;&#32479;YunOS for Car&#65292;&#36825;&#22871;&#31995;&#32479;&#30340;&#25163;&#26426;&#20114;&#32852;&#21151;&#33021;&#21644;&#22810;&#23186;&#20307;&#21151;&#33021;&#24102;&#26469;&#20102;&#24456;&#24378;&#30340;&#20415;&#21033;&#24615;&#19982;&#23454;&#29992;&#24615;&#65292;&#25972;&#20307;&#35270;&#35273;&#25928;&#26524;&#31616;&#27905;&#24182;&#23500;&#26377;&#31185;&#25216;&#24863;&#12290;</p>
            ",0.290322581,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[25],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[25]']"
14,　　动力方面，荣威RX5提供1.5T 6挡手动、1.5T 7挡双离合以及2.0T 6挡双离合三种动力总成可供选择，其中1.5T发动机最大功率124kW，峰值扭矩250Nm；2.0T发动机最大功率162kW，峰值扭矩350Nm。,4,1,3,0,111,1,"<p class=""one-p"">&#12288;&#12288;&#21160;&#21147;&#26041;&#38754;&#65292;&#33635;&#23041;RX5&#25552;&#20379;1.5T 6&#25377;&#25163;&#21160;&#12289;1.5T 7&#25377;&#21452;&#31163;&#21512;&#20197;&#21450;2.0T 6&#25377;&#21452;&#31163;&#21512;&#19977;&#31181;&#21160;&#21147;&#24635;&#25104;&#21487;&#20379;&#36873;&#25321;&#65292;&#20854;&#20013;1.5T&#21457;&#21160;&#26426;&#26368;&#22823;&#21151;&#29575;124kW&#65292;&#23792;&#20540;&#25197;&#30697;250Nm&#65307;2.0T&#21457;&#21160;&#26426;&#26368;&#22823;&#21151;&#29575;162kW&#65292;&#23792;&#20540;&#25197;&#30697;350Nm&#12290;</p>
            ",0.316129032,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[28],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[28]']"
15,　　奇瑞瑞虎7,0,0,0,0,5,1,"<p class=""one-p"">&#12288;&#12288;&#22855;&#29790;&#29790;&#34382;7</p>
            ",0.341935484,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[31],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[31]']"
16,　　指导价：9.79-15.39万,0,0,0,0,15,1,"<p class=""one-p"">&#12288;&#12288;&#25351;&#23548;&#20215;&#65306;9.79-15.39&#19975;</p>
            ",0.35483871,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[32],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[32]']"
17,　　奇瑞算是自主品牌中的老前辈了，最近走着稳扎稳打的路线，SUV家族的最新成员瑞虎7的外观让人眼前一亮，丝毫看不到之前瑞虎车型的影子，在竞争对手们都把车设计的越来越阳刚的情况下，瑞虎7的造型倒更容易做到男女通吃。,5,1,0,0,104,1,"<p class=""one-p"">&#12288;&#12288;&#22855;&#29790;&#31639;&#26159;&#33258;&#20027;&#21697;&#29260;&#20013;&#30340;&#32769;&#21069;&#36744;&#20102;&#65292;&#26368;&#36817;&#36208;&#30528;&#31283;&#25166;&#31283;&#25171;&#30340;&#36335;&#32447;&#65292;SUV&#23478;&#26063;&#30340;&#26368;&#26032;&#25104;&#21592;&#29790;&#34382;7&#30340;&#22806;&#35266;&#35753;&#20154;&#30524;&#21069;&#19968;&#20142;&#65292;&#19997;&#27627;&#30475;&#19981;&#21040;&#20043;&#21069;&#29790;&#34382;&#36710;&#22411;&#30340;&#24433;&#23376;&#65292;&#22312;&#31454;&#20105;&#23545;&#25163;&#20204;&#37117;&#25226;&#36710;&#35774;&#35745;&#30340;&#36234;&#26469;&#36234;&#38451;&#21018;&#30340;&#24773;&#20917;&#19979;&#65292;&#29790;&#34382;7&#30340;&#36896;&#22411;&#20498;&#26356;&#23481;&#26131;&#20570;&#21040;&#30007;&#22899;&#36890;&#21507;&#12290;</p>
            ",0.367741935,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[33],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[33]']"
18,　　奇瑞TX概念车,0,0,0,0,7,1,"<p class=""one-p"">&#12288;&#12288;&#22855;&#29790;TX&#27010;&#24565;&#36710;</p>
            ",0.387096774,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[35],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[35]']"
19,　　瑞虎7的设计灵感来源于奇瑞TX概念车，这款概念车曾在2012年日内瓦国际车展上获得设计大奖。瑞虎7正是以TX概念车为原型，在设计之初，奇瑞就做了大量的准备工作，在设计草图到油泥模型阶段增加了用户调研与比例研究环节，在颜色设计上，也提前进行多种分析，大家可以根据自己的喜好进行搭配，瑞虎7的外观颜色丰富多彩，内饰颜色同样鲜亮，且做工材质都很有质感。,10,2,0,0,173,1,"<p class=""one-p"">&#12288;&#12288;&#29790;&#34382;7&#30340;&#35774;&#35745;&#28789;&#24863;&#26469;&#28304;&#20110;&#22855;&#29790;TX&#27010;&#24565;&#36710;&#65292;&#36825;&#27454;&#27010;&#24565;&#36710;&#26366;&#22312;2012&#24180;&#26085;&#20869;&#29926;&#22269;&#38469;&#36710;&#23637;&#19978;&#33719;&#24471;&#35774;&#35745;&#22823;&#22870;&#12290;&#29790;&#34382;7&#27491;&#26159;&#20197;TX&#27010;&#24565;&#36710;&#20026;&#21407;&#22411;&#65292;&#22312;&#35774;&#35745;&#20043;&#21021;&#65292;&#22855;&#29790;&#23601;&#20570;&#20102;&#22823;&#37327;&#30340;&#20934;&#22791;&#24037;&#20316;&#65292;&#22312;&#35774;&#35745;&#33609;&#22270;&#21040;&#27833;&#27877;&#27169;&#22411;&#38454;&#27573;&#22686;&#21152;&#20102;&#29992;&#25143;&#35843;&#30740;&#19982;&#27604;&#20363;&#30740;&#31350;&#29615;&#33410;&#65292;&#22312;&#39068;&#33394;&#35774;&#35745;&#19978;&#65292;&#20063;&#25552;&#21069;&#36827;&#34892;&#22810;&#31181;&#20998;&#26512;&#65292;&#22823;&#23478;&#21487;&#20197;&#26681;&#25454;&#33258;&#24049;&#30340;&#21916;&#22909;&#36827;&#34892;&#25645;&#37197;&#65292;&#29790;&#34382;7&#30340;&#22806;&#35266;&#39068;&#33394;&#20016;&#23500;&#22810;&#24425;&#65292;&#20869;&#39280;&#39068;&#33394;&#21516;&#26679;&#40092;&#20142;&#65292;&#19988;&#20570;&#24037;&#26448;&#36136;&#37117;&#24456;&#26377;&#36136;&#24863;&#12290;</p>
            ",0.4,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[36],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[36]']"
20,　　外观方面，瑞虎7延续了TX概念车的大量元素，同样也是奇瑞2.0时代的首款SUV车型。全新的涟漪风格格栅是整车亮点之一，类似回形标一样的大灯造型也比较有特点。,3,2,0,0,78,1,"<p class=""one-p"">&#12288;&#12288;&#22806;&#35266;&#26041;&#38754;&#65292;&#29790;&#34382;7&#24310;&#32493;&#20102;TX&#27010;&#24565;&#36710;&#30340;&#22823;&#37327;&#20803;&#32032;&#65292;&#21516;&#26679;&#20063;&#26159;&#22855;&#29790;2.0&#26102;&#20195;&#30340;&#39318;&#27454;SUV&#36710;&#22411;&#12290;&#20840;&#26032;&#30340;&#28063;&#28458;&#39118;&#26684;&#26684;&#26629;&#26159;&#25972;&#36710;&#20142;&#28857;&#20043;&#19968;&#65292;&#31867;&#20284;&#22238;&#24418;&#26631;&#19968;&#26679;&#30340;&#22823;&#28783;&#36896;&#22411;&#20063;&#27604;&#36739;&#26377;&#29305;&#28857;&#12290;</p>
            ",0.419354839,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[38],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[38]']"
21,　　内饰方面，瑞虎7采用了与艾瑞泽7类似的样式，中控台整体造型被带有缝线的皮革装饰条一分为二，层次感很强，并且营造出一种运动、时尚的氛围。,4,1,0,0,67,1,"<p class=""one-p"">&#12288;&#12288;&#20869;&#39280;&#26041;&#38754;&#65292;&#29790;&#34382;7&#37319;&#29992;&#20102;&#19982;&#33406;&#29790;&#27901;7&#31867;&#20284;&#30340;&#26679;&#24335;&#65292;&#20013;&#25511;&#21488;&#25972;&#20307;&#36896;&#22411;&#34987;&#24102;&#26377;&#32541;&#32447;&#30340;&#30382;&#38761;&#35013;&#39280;&#26465;&#19968;&#20998;&#20026;&#20108;&#65292;&#23618;&#27425;&#24863;&#24456;&#24378;&#65292;&#24182;&#19988;&#33829;&#36896;&#20986;&#19968;&#31181;&#36816;&#21160;&#12289;&#26102;&#23578;&#30340;&#27675;&#22260;&#12290;</p>
            ",0.451612903,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[42],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[42]']"
22,　　动力方面，瑞虎7提供两款不同发动机，一款1.5T涡轮增压发动机和一台2.0L自然吸气发动机，其中1.5T配备的是卡罗拉同款6MT手动变速箱，而与2.0L发动机搭档的依然是那台CVT变速箱。,4,1,0,0,94,1,"<p class=""one-p"">&#12288;&#12288;&#21160;&#21147;&#26041;&#38754;&#65292;&#29790;&#34382;7&#25552;&#20379;&#20004;&#27454;&#19981;&#21516;&#21457;&#21160;&#26426;&#65292;&#19968;&#27454;1.5T&#28065;&#36718;&#22686;&#21387;&#21457;&#21160;&#26426;&#21644;&#19968;&#21488;2.0L&#33258;&#28982;&#21560;&#27668;&#21457;&#21160;&#26426;&#65292;&#20854;&#20013;1.5T&#37197;&#22791;&#30340;&#26159;&#21345;&#32599;&#25289;&#21516;&#27454;6MT&#25163;&#21160;&#21464;&#36895;&#31665;&#65292;&#32780;&#19982;2.0L&#21457;&#21160;&#26426;&#25645;&#26723;&#30340;&#20381;&#28982;&#26159;&#37027;&#21488;CVT&#21464;&#36895;&#31665;&#12290;</p>
            ",0.470967742,92,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[44],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[44]']"
